category,word,sentence
Auditory Digital,insensitive,Sure he was insensitive but how many sixteen year olds sneak out to drink
Auditory Digital,insensitive,This bending part has been proved to be insensitive to the stimuli
Auditory Digital,insensitive,The pupil is always dilated and insensitive to light
Auditory Digital,insensitive,It was answered that sin had not totally destroyed mans ethical nature and that grace changed what was morally insensitive into what was morally sensitive so that there could be a cooperation between Gods grace and mans will
Auditory Digital,insensitive,Pain may be stopped by removing the cause of irritation as for example by the extraction of a carious tooth or by rendering the nerveendings insensitive to irritation as by the application of cocaine by preventing its transmission along the spinal cord by antipyrin phenacetin acetanilide cocaine c or by dulling the perceptive centre in the brain by means of opium or its alkaloids by anaesthetics and probably also to a certain extent by antipyrin and its congeners
Auditory Digital,insensitive,For if the ultimate ground of obligation lay in a refined sensitiveness to differences between right and wrong what should be said to a man who might affirm that just as he had no ear for music he was insensitive to ethical differences commonly recognized
Auditory Digital,insensitive,Ending a relationship isnt easy for either person but the good news is that there are ways that you can break the news to your girlfriend without seeming insensitive
Auditory Digital,insensitive,I did not perceive her sarcastic remark as insensitive I just thought it was funny
Auditory Digital,insensitive,No wonder you think Im insensitive
Auditory Digital,insensitive,On his own account what he did and said was grossly insensitive and unsympathetic
Auditory Digital,insensitive,I was being insensitive
Auditory Digital,insensitive,Youre such an insensitive bastard
Auditory Digital,insensitive,insensitive comments to make about our God I am deeply hurt
Auditory Digital,insensitive,insensitive behavior is witnessed it is the responsibility of all to shun it and ensure it remains unacceptable
Auditory Digital,insensitive,There are many examples of business deals going wrong or relationships turning sour over culturally insensitive actions
Auditory Digital,insensitive,Figure The planar test results are relatively insensitive to the grip separation
Auditory Digital,insensitive,Theyre utterly insensitive to the reality of their condition
Auditory Digital,insensitive,Your personal space could be invaded by someone younger who presently seems totally insensitive to their actions
Auditory Digital,insensitive,Children with autism tend to ignore other people or appear insensitive to others needs thoughts or feelings
Auditory Digital,insensitive,In most cases the tissues of the body become insensitive to insulin
Auditory Digital,insensitive,If human T cells could also be made insensitive to TGFbeta signals then these findings could be adapted to treat cancer patients
Auditory Digital,insensitive,We cannot love God and remain insensitive to all the manifestations of life around us
Auditory Digital,insensitive,It can sound insensitive to people with a lot on their minds
Auditory Digital,insensitive,Memory usage is approximately linear in RE size and largely insensitive to RE complexity except for bounded repetitions
Auditory Digital,insensitive,Insensitive nursing marred a patients last hours of life As a secondyear nursing student on clinical placement I witnessed a disturbing incident
Auditory Digital,insensitive,The existing legal pigeonholes make us insensitive to the many varieties of organized crime criminal organizations and networks of criminal cliques
Auditory Digital,insensitive,taxon ratio of disturbance sensitive taxa to insensitive taxa shows no signs of alteration from undisturbed levels
Auditory Digital,insensitive,The vocal lead will send tingles up the spine or raise the hair on the arms of even the most insensitive listener
Auditory Digital,insensitive,The ratio of disturbance sensitive taxa to insensitive taxa shows no signs of alteration from undisturbed levels
Auditory Digital,insensitive,Equally important themes that are best avoided usually those that are inflammatory or insensitive to those in the audience
Auditory Digital,insensitive,A decade later Woods was accused of being insensitive to those with disabilities when he used the word spaz in an interview
Auditory Digital,insensitive,If youre looking for reliable tabs the site carries both The Girl From Ipanema and How Insensitive at reasonable prices
Auditory Digital,insensitive,They show little pleasure in their children and are often insensitive to their emotional needs
Auditory Digital,insensitive,By contrast parents who are inconsistent and insensitive to their infants signals are more likely to have anxious irritable babies who are difficult to soothe
Auditory Digital,insensitive,Individuals who cannot empathize with others feelings are less likely to curb their own aggression and more likely to become insensitive to brutality in general
Auditory Digital,insensitive,These solutions should be avoided by diabetics and those with cardiovascular or other circulatory disorders whose skin may be insensitive and not appreciate irritation
Auditory Digital,insensitive,The wound or ulcer is slow to heal and may be numb or insensitive when touched
Auditory Digital,insensitive,Chest x rays are too insensitive to show damage to delicate respiratory tissues but can show fluid in the lungs pulmonary edema
Auditory Digital,insensitive,I do agree with you that his behaviors were mean and insensitive to your feelings
Auditory Digital,insensitive,This is where your body gradually grows insensitive to insulin making it harder and harder to regulate your blood sugar levels
Auditory Digital,insensitive,She was the country bumpkin that he had to drag everywhere or be accused of being insensitive
Auditory Digital,insensitive,She wanted to ask him how long he would stay at the ranch but she couldnt think of a way to word the question that didnt sound insensitive
Auditory Digital,insensitive,My comments about your land were insensitive
Auditory Digital,insensitive,While discussing noses he says that those with thick bulbous ends belong to persons who are insensitive swinish sharptipped belong to the irascible those easily provoked like dogs rounded large obtuse noses to the magnanimous the lionlike slender hooked noses to the eaglelike the noble but grasping roundtipped retrousse noses to the luxurious like barndoor fowl noses with a very slight notch at the root belong to the impudent the crowlike while snub noses belong to persons of luxurious habits whom he compares to deer open nostrils are signs of passion c
Auditory Digital,insensitive,Many men are insensitive to a womans needs lack insight are emotionally naive and demonstrate little compassion
Auditory Digital,insensitive,Why are Bromley Council so entrenched and insensitive to public opinion
Auditory Digital,insensitive,According to a Sri Lankan evangelical pastor some of his fellow evangelicals have engaged in insensitive conduct
Auditory Digital,insensitive,inhibit proliferation cancer cells are insensitive to these signals
Auditory Digital,insensitive,insensitive to say that anyone who is emotionally bullied can just run off away from it
Auditory Digital,insensitive,What makes people generally insensitive to others needs
Auditory Digital,insensitive,insensitive remark by Prince Phillip about deafness
Auditory Digital,insensitive,insensitive comparison of two C string objects
Auditory Digital,insensitive,insensitive manner of passing on information
Auditory Digital,distinct,Fireworks are a distinct possibility
Auditory Digital,distinct,A distinct fragrance emanated from them all
Auditory Digital,distinct,From the th century down to the time of the Mahommedan invasion several ecclesiastical buildings were erected on the spot but of these no distinct traces remain
Auditory Digital,distinct,A child with but few sources may keep distinct what he draws from each
Auditory Digital,distinct,They waited and after a few seconds there was the distinct sound of movement above them
Auditory Digital,distinct,The words made a distinct picture in my mind
Auditory Digital,distinct,A long time passed until both heard the muffled but distinct sound of Marthas quiet sobbing in her adjacent room
Auditory Digital,distinct,Besides he had the distinct impression hed best keep his wits about him
Auditory Digital,distinct,By their describers the dwarf European elephants were regarded as distinct species under the names of Elephas melitensis E
Auditory Digital,distinct,The roar of guns sounded more distinct outside
Auditory Digital,distinct,It was a community where I could see Betsy and me raising children and watching grandchildren while four distinct seasons rolled slowly by marking the years one by one
Auditory Digital,distinct,There are two distinct types of fermentation those brought about by living organisms organized ferments and those brought about by nonliving or unorganized ferments enzymes
Auditory Digital,distinct,As already stated the Mediterranean region forms a distinct climatic unit chiefly due to the form and position of the Mediterranean Sea
Auditory Digital,distinct,Id have to say its a distinct possibility hes a woman thumper
Auditory Digital,distinct,The manor of Little Bolton seems to have been at least from Henry IIIs reign distinct from that of Great Bolton and was held till the th century by the Botheltons or Boltons
Auditory Digital,distinct,Limothrips denticornis optera to rank as a distinct female Europe
Auditory Digital,distinct,The hour term is much less variable especially as regards its phase angle its amplitude shows distinct maxima near the equinoxes
Auditory Digital,distinct,In most cases two distinct maxima and minima occur in the hours
Auditory Digital,distinct,It is totally different in appearance from the pasture mushroom and like it its characters are so distinct that there is hardly a possibility of making a mistake when its peculiarities are once comprehended
Auditory Digital,distinct,A movie or a trip to town was suggested and met with a distinct lack of enthusiasm
Auditory Digital,distinct,Ully youre not supposed to be down here she called without turning in a distinct British accent
Auditory Digital,distinct,As in every large household there were at Bald Hills several perfectly distinct worlds which merged into one harmonious whole though each retained its own peculiarities and made concessions to the others
Auditory Digital,distinct,This is particularly distinct to one standing on the middle of the pond in winter just after a light snow has fallen appearing as a clear undulating white line unobscured by weeds and twigs and very obvious a quarter of a mile off in many places where in summer it is hardly distinguishable close at hand
Auditory Digital,distinct,In some instances these differences are so marked that they have led some botanists to regard as distinct species many forms usually esteemed by others as varieties only
Auditory Digital,distinct,The guest watched her as she approached and she recognized the distinct features of ARans family
Auditory Digital,distinct,Evidently accustomed to managing debates and to maintaining an argument he began in low but distinct tones
Auditory Digital,distinct,Poniatowskis action against Utitsa and Uvarovs on the right flank against the French were actions distinct from the main course of the battle
Auditory Digital,distinct,A species described by Berkeley and Broome as distinct from both the pasture mushroom and horse mushroom has been published under the name of A
Auditory Digital,distinct,Walking a path that led to the pond he found the distinct smell of human
Auditory Digital,distinct,The third may be disregarded but the first and second editions are almost distinct works
Auditory Digital,distinct,Elsewhere local surface currents are developed either drifts due to the direct action of the winds or streams produced by wind action heaping water up against the land but these nowhere rise to the dignity of a distinct current system although they are often sufficient to obliterate the feeble tidal action characteristic of the Mediterranean
Auditory Digital,distinct,Many incidents of those early years are fixed in my memory isolated but clear and distinct making the sense of that silent aimless dayless life all the more intense
Auditory Digital,distinct,There are three distinct though connected groups of ruins at Zimbabwe which are commonly known as the Elliptical Temple the Acropolis and the Valley Ruins
Auditory Digital,distinct,My earliest distinct recollection of my father is making my way through great drifts of newspapers to his side and finding him alone holding a sheet of paper before his face
Auditory Digital,distinct,Some of the main differences in the habits of the African as distinct from those of the Asiatic elephant have been mentioned under the heading of the latter species
Auditory Digital,distinct,Public security is considerably improved and regular brigandage as distinct from casual robbery hardly exists
Auditory Digital,distinct,The mushroom usually grown in gardens or hotbeds in cellars sheds c is a distinct variety known as Agaricus hortensis
Auditory Digital,distinct,The state is divided into two distinct physiographic provinces the Alleghany Plateau on the west comprising perhaps twothirds of the area of the state and forming a part of the great Appalachian Plateau Province which extends from New York to Alabama and the Newer Appalachians or Great Valley Region on the east being a part of the large province of the same name which extends from Canada to Central Alabama
Auditory Digital,distinct,This Robert Livingston founder of the American family became in secretary of the important Board of Indian Commissioners he was a member of the New York Assembly in and and its speaker in and in made the proposal that all the English colonies in America should be grouped for administrative purposes into three distinct governments
Auditory Digital,distinct,Turning to the thorax we find that the first segment prothorax is distinct and free with a wide dorsal sclerite
Auditory Digital,distinct,But when the several nations of Europe had acquired distinct though rude written languages of their own sufficient for the purposes of their rising literatures then first learning revived and scholars were enabled to discern from that remoteness the treasures of antiquity
Auditory Digital,distinct,A neighboring farmer and catlover William Ross perhaps hearing a distinct kaching in his head got one of the kittens and teamed up with a geneticist and began a careful breeding program
Auditory Digital,distinct,Equity here is defined to mean any body of rules existing by the side of the original civil law founded on distinct principles and claiming incidentally to supersede the civil law in virtue of a superior sanctity inherent in those principles
Auditory Digital,distinct,This usage coupled with the existence of a distinct term in Gaelic for the wild species leaves little doubt that the word cat properly denotes only the domesticated species
Auditory Digital,distinct,In Rhabdopleura each zooid forms its own delicate tube composed of a characteristic series of distinct rings
Auditory Digital,distinct,Groups of these dwellings are enclosed by subsidiary stone walls so as to form distinct units within the larger precinct
Auditory Digital,distinct,Jacques was the first outcome of the journey to Italy and in precision and splendour of style it marks a distinct progress
Auditory Digital,distinct,Upper margin of the end of the proboscis developed into a distinct fingerlike process much longer than the lower margins and the whole trunk uniformly tapering and smooth
Auditory Digital,distinct,They are not distinct buckets but rather broad characterizations actual famine weaponized famine and structural famine
Auditory Digital,distinct,It is in the south that the depression remains most distinct and it is there known as the Campidano
Auditory Digital,distinct,elongatus and other distinct forms are known to botanists
Auditory Digital,distinct,According to these observations two distinct types of socalled tabby cats are recognizable
Auditory Digital,distinct,In the first place is the official recognition by the state of the Catholic religion These are arranged under thirtyfive distinct heads in Nussis Quinquaginta conventiones de rebus ecclesiasticis Rome
Auditory Digital,distinct,No distinct relationship has yet been established between potential gradient and radioactivity
Auditory Digital,distinct,Pierre did not understand what his benefactor was saying but he knew the categories of thoughts were also quite distinct in his dream that he was talking of goodness and the possibility of being what they were
Auditory Digital,distinct,The African elephant is a very different animal from its Asiatic cousin both as regards structure and habits and were it not for the existence of intermediate extinct species might well be regarded as the representative of a distinct genus
Auditory Digital,distinct,The striped as distinct from the blotched shorthaired tabby is probably the one most nearly allied to the wild ancestors the stripes being however to a great extent due to the European wild cat
Auditory Digital,distinct,The rd th th and th pairs of appendages short stout tapering the segments about as wide as long except the apical which is distally slender pointed slightly curved and without distinct movable claws
Auditory Digital,distinct,The breakfast menu is extensive with many items distinct to the restaurant
Auditory Digital,distinct,He was so simply and naturally humbleif he can be called humble who never aspiresthat humility was no distinct quality in him nor could he conceive of it
Auditory Digital,distinct,For as the medieval Portuguese stated it is merely a generic term for the capital of any considerable chief and it has been applied even by them to several distinct places
Auditory Digital,distinct,EARTHSTAR Geaster in botany a kind of puffball with a distinct outer coat which on separating from the inner splits into several divisions which become reflexed and spread like a star
Auditory Digital,distinct,In regard to the first it is noteworthy that housemice isolated on a small sandbank near Dublin have developed a special colouring of their own also that distinct local varieties M
Auditory Digital,distinct,siihlen is a quite distinct word
Auditory Digital,distinct,Jonah is the Kitab al Tank Book of Exact Investigation which consists of two parts regarded as two distinct books the Kitab alLuma Book of Manycoloured Flowerbeds and the Kitab alusul Book of Roots
Auditory Digital,distinct,In this was pushed farther in a most remarkable piece called Considerations on the Spiritual Power the main object of which is to demonstrate the necessity of instituting a spiritual power distinct from the temporal power and independent of it
Auditory Digital,distinct,In the Metaphysical state for volition is substituted abstract force residing in the object yet existing independently of the object the phenomena are viewed as if apart from the bodies manifesting them and the properties of each substance have attributed to them an existence distinct from that substance
Auditory Digital,distinct,Beyond this he eloquently pleaded the cause of painting as a distinct art which Lessing in his desire to mark off the formative arts from poetry and music had confounded with sculpture
Auditory Digital,distinct,In spite of Gladstones skilful appeal to the constituencies to sanction the principle of Home Rule as distinct from the practical provisions of his late bill the general election resulted in a majority of considerably over loo against his policy and Lord Salisbury resumed office
Auditory Digital,distinct,In certain theories known as doctrines of emanation only mental existence is referred to the absolute source while matter is viewed as eternal and distinct from the divine nature
Auditory Digital,distinct,They annually visited the coasts of India or Ceylon and often married Indian wives thus acquiring distinct racial characters of an approximately Dravidian type
Auditory Digital,distinct,These three districts formed distinct administrative divisions within the provinces to which they were attached with separate capitals Amasia Neocaesarea and Trapezus but the first two were afterwards merged in one sometimes called Pontus mediterraneus with Neocaesarea as capital probably when they were definitively transferred about AD
Auditory Digital,distinct,The echoes of the dying controversy are thus distinct and not very distant in this book though it also offers in its larger outlook in the authors evident uneasiness under the burden of inherited beliefs and his inability to reconcile them with his new standpoint and accepted principles a curious forecast of his later development while in its positive premisses it presents a still more instructive contrast to the conclusions of his later dialectic Nor did the sound of the ancient controversy ever cease to be audible to him
Auditory Digital,distinct,It is commonly believed that the two Japanese syllabarieswhich though distinct in form have identical soundswere invented by Kukai and Kibi Daijin respectively
Auditory Digital,distinct,There are also polite and ordinary forms of expression often so different as to constitute distinct languages and there are a number of honorifics which frequently discharge the duty of pronouns
Auditory Digital,distinct,Lastly amongst the associates of the ShijO master was the celebrated Ganku who developed a special style of his own and is sometimes regarded as the founder of a distinct school
Auditory Digital,distinct,This continued until the old traditions were wellnigh exhausted but since i o there has been a distinct revival
Auditory Digital,distinct,All the artists of this period were men of aristocratic rank and origin and were held distinct from the carpenterarchitects of the imposing temples which were to contain their works
Auditory Digital,distinct,Wooden masks employed in the ancient theatrical performances were made from the th century and offer a distinct and often grotesque phase of woodcarving
Auditory Digital,distinct,In purity of tone and velvetlike gloss of surface there is distinct inferiority on the side of the Japanese ware but in thinness of pale it supports comparison and in profusion and beauty of incised decoration it excels its Chinese original
Auditory Digital,distinct,The two worlds of nature and spirit are perfectly distinct but they are intimately related by analogous substances laws and forces
Auditory Digital,distinct,This duchy however afterwards fell to pieces and a distinct mark of Styria was recognized taking its name from the margrave Ottacar of Steier
Auditory Digital,distinct,Yearbooks almanacs directories and other annuals belong to a distinct type of publication and are not referred to here
Auditory Digital,distinct,Wilsons contains distinct works three or four only of which are marked as doubtful Hazlitts enumerates genuine and attributed pieces with notes on most of them Lees extends to of which claim to be new additions
Auditory Digital,distinct,They were shunned and hated were allotted separate quarters in towns called cagoteries and lived in wretched huts in the country distinct from the villages
Auditory Digital,distinct,Eyes very small head not distinct teeth in the upper and lower jaws ventral scales scarcely enlarged tail extremely short ending obtusely and covered with peculiar scales Uropettidae
Auditory Digital,distinct,Head thick and very distinct Amblycephalidae
Auditory Digital,distinct,The head is very small and not distinct from the neck a usual feature in burrowing snakes and lizards
Auditory Digital,distinct,The head is thick very distinct from the neck and the pupil is vertical so that these harmless snakes look rather viperish
Auditory Digital,distinct,Thesakis which form the genus Pithecia are specially characterized by their long and generally bushy tails distinct whiskers and beard and the usually elongated hair on the crown of the head which may either radiate from a point in the centre or be divided by a median parting
Auditory Digital,distinct,He was the first of the purely artistic historians as distinct from the annalists and the writers of personal memoirs
Auditory Digital,distinct,He also introduced into Roman literature that personal as distinct from political or social satire which appears later in the Epodes of Horace and the Epigrams of Martial
Auditory Digital,distinct,His greatest contribution to poetic art consisted in the perfection which he attained in the phalaecian the pure iambic and the scazon metres and in the ease and grace with which he used the language of familiar intercourse as distinct from that of the creative imagination of the rostra and of the schools to give at once a lifelike and an artistic expression to his feelings
Auditory Digital,distinct,His literary activity extends over about thirty years and naturally divides itself into three periods each marked by a distinct character
Auditory Digital,distinct,it is at this stage that the Dorians are regarded as becoming specifically distinct from the generic Hellene thence to a residence in Pindus where they passed as a Macedonian people
Auditory Digital,distinct,by Catharine II but retains a distinct Petrine stamp It is built on a height ft
Auditory Digital,distinct,At the end of the th century the exarchate included Istria the maritime part of Venetia as distinct from the interior which was in the hands of the Lombard kings at Pavia the exarchate proper or territory around Ravenna on the eastern side of the Apennines to which was added Calabria which at that period meant the heel and not the toe of the boot the Pentapolis or coast from Rimini to Ancona with the interior as far as the mountains the duchy of Rome or belt of territory connecting the Pentapolis with the western coast the coast of Naples w i th Bruttium the toe of the boot the modern Calabria and Liguria or the Riviera of Genoa
Auditory Digital,distinct,Very distinct is the brilliantly coloured orangeandblack Indian marten M
Auditory Digital,distinct,Four distinct types of reef gold deposits may be distinguished I Gold may occur disseminated through metalliferous veins generally with sulphides and more particularly with pyrites
Auditory Digital,distinct,The political character of these three tracts is as distinct as are their natural features
Auditory Digital,distinct,About ten kinds may be taken to be specifically distinct
Auditory Digital,distinct,Lubbock Lord Avebury separated the springtails as a distinct order the Collembola and by many students this separation has been maintained
Auditory Digital,distinct,Now again he maintained with great warmth of conviction that his views were in close accordance with Scripture and the Anglican standards but the council without specifying any distinct heresy and declining to submit the case to the judgment of competent theologians ruled otherwise and he was deprived of his professorships
Auditory Digital,distinct,He also worked for the due recognition of the dignity of the secular or pastoral clergy whose position seemed to be threatened by the growing ascendancy of the regulars and especially of the Jesuits whom as a practically distinct organization within the Church he steadily opposed
Auditory Digital,distinct,Hitherto in the case of those who were brought before him he had asked them three distinct times whether they were Christians and if they persisted in the admission had ordered them to be taken to execution
Auditory Digital,distinct,The other territorially distinct from it for reasons of statecraft was the Temple of Roma and Augustus to which the inhabitants of the Gallic cantons in the three Roman provinces of Aquitania Lugudunensis and Belgica the socalled Tres Galliae sent delegates every summer to hold games and otherwise celebrate the worship of the emperor which was supposed to knit the provincials to Rome
Auditory Digital,distinct,The Melocacti are distinguished by the distinct cephalium or crown which bears the flowers
Auditory Digital,distinct,They have the fleshy stems characteristic of the order these being either globose oblong or cylindrical and either ribbed as in Melocactus or broken up into distinct tubercles and most of them armed with stiff sharp pines set in little woolly cushions occupying the place of the buds
Auditory Digital,distinct,In aspect they are very distinct from any of the other groups
Auditory Digital,distinct,There are consequently two distinct eras of Alexandria the one being used before and the other after the accession of Diocletian
Auditory Digital,distinct,into fragments by processes of denudation until it is hardly recognizable as a distinct range at all
Auditory Digital,distinct,In the forelimb the upper and lower series of carpal bones scarcely alternate but in the hindfootthe astragalus overlaps the cuboid while the fibula which is quite distinct from the tibiaas is the radius from the ulna in the forelimb articulates with both astragalus and calcaneum
Auditory Digital,distinct,It is divided into two very distinct portions by the Brenner Pass ft connecting the Stubai and the Zillerthal groups over this pass a splendid railway was built in from Innsbruck to Verona while the highway over the pass has from the earliest times been of immense importance from every point of view
Auditory Digital,distinct,Sharp however the hypopharynx is present in all Hymenoptera as a distinct structure at the base of the tongue which must be regarded as representing the fused laciniae of the second maxillae
Auditory Digital,distinct,The ten thousand known species included in this group agree with the Cynipoidea and Chalcidoidea in the position of the ovipositor and in the jointed trochanters but are distinguished by the forewing possessing a distinct stigma and usually a typical series of nervures and areolets figs
Auditory Digital,distinct,They have usually been reckoned as forming a single very large family the Sphegidae but ten or twelve subdivisions of the group are regarded as distinct families by Ashmead and others
Auditory Digital,distinct,The abrupt cessation of such an inexhaustible fount of enterprise and energy was a distinct loss to Sweden and signs are not wanting that in his latter years Charles had begun to feel the need and value of repose
Auditory Digital,distinct,he confounds Dionysius the elder and Dionysius the younger Mithradates satrap of Artaxerxes and Mithradates the Great Scipio the elder and Scipio the younger Perseus king of Macedonia and Perseus the companion of Alexander he mixes up the stratagems of Caesar and Pompey he brings into immediate connexion events which were totally distinct he narrates some events twice over with variations according to the different authors from whom he draws
Auditory Digital,distinct,It was the first distinct print of the lions foot
Auditory Digital,distinct,Exploratory work is associated intimately both with prospecting and with development but the purpose is quite distinct from either prospecting development or working and it is of importance that this should be clearly recognized
Auditory Digital,distinct,In any case whether natural or artificial means be employed a mine can only be ventilated properly when it has at least two distinct openings to the surface one an intake or downcast the other a chimney serving as an upcast
Auditory Digital,distinct,Mine law is that branch of the law of real property relating to mineral and mining rights as distinct from rights pertaining to the surface of the ground
Auditory Digital,distinct,Hamilton contemplated two distinct major operations
Auditory Digital,distinct,The Allied forces had been organized as three distinct groups
Auditory Digital,distinct,But the first distinct mention of Luke as the author of the Gospel is that by Irenaeus in his famous passage about the Four Gospels Adv
Auditory Digital,distinct,It seems more likely that he had a good many distinct oral traditions for this part of the history and that he used them freely sometimes substituting them for passages of the Marcan document sometimes altering the latter in accordance therewith
Auditory Digital,distinct,It differs from typical rats of the genus Mus by its broader incisors and the less distinct cusps on the molars
Auditory Digital,distinct,In coloured sheetglass two distinct kinds are to be recognized in one kind the colouring matter is contained in the body of the glass itself while in the other the coloured sheet consists of ordinary white glass covered upon one side with a thin coating of intensely coloured glass
Auditory Digital,distinct,Jaidev is better known as the author of the Gitagobind which was translated by Sir Edwin Arnold than as a religious reformer but in the Adi Granth are found two hymns of his in the Prakrit language of the time in which he represents God as distinct from nature yet everywhere present
Auditory Digital,distinct,Antimony bismuth and zinc exhibit a very distinct crystalline structure a barshaped ingot readily breaks and the crystal faces are distinctly visible on the fracture
Auditory Digital,distinct,It falls into three distinct parts the largest portion with the city of Bremen lying on both banks but chiefly on the right of the lower course of the Weser surrounded by the Prussian province of Hanover and the grandduchy of Oldenburg and consisting in the main of lowland country intersected by canals and dykes the town and district of Vegesack lying separate from but immediately north of the main portion on the right bank of the river the port of Bremerhaven m
Auditory Digital,distinct,The tail is cylindrical with some bushy elongation of the hairs near the end but not forming a distinct tuft
Auditory Digital,distinct,The moongod Sin is written by a sign which has the force of thirty and is a distinct reference to the monthly course of the planet or the name is written by two signs to be pronounced ENZU which describe the god as the lord of wisdom
Auditory Digital,distinct,The whole physiognomy is fleshy and markedly distinct from that of other Syrians
Auditory Digital,distinct,It is most probably distinct from the AranAutkes Af pa u used by the gnostic Sethites Epiphanius Haer
Auditory Digital,distinct,gives to the Aranjuez district a character wholly distinct from that of other Spanish landscapes and at an early period despite the unhealthy climate and especially the oppressive summer heat which often approaches loo° F Aranjuez became a favourite residence of the Spanish court
Auditory Digital,distinct,Some writers indeed considered the Pisidians as the same people with the Milyans while others regarded them as descendants of the Solymi but Strabo speaks of the language of the Pisidians as distinct from that of the Solymi as well as from that of the Lydians
Auditory Digital,distinct,We have no clue to the ethnic character and relations of the Pisidians except that we learn from Strabo that they were distinct from the neighbouring Solymi who were probably a Semitic race but we find mention at an early period in these mountain districts of various other tribes as the Cabali Milyans c of all which as well as the neighbouring Isaurians and Lycaonians the origin is wholly unknown and the absence of monuments of their languages must remain so
Auditory Digital,distinct,From Lankesters Treatise on Zoology part iv and of the female vaginal ducts there is a distinct uterine opening at the opposite end of the body b
Auditory Digital,distinct,Those Cestodes which possess no very distinct organ of attachment such for example as Gyrocotyle have no distinct ganglionic thickening more pronounced at one end of the body than at the other and as these are forms which have retained more primitive features than the rest and show closer affinity to the Trematodes it seems highly probable that the complicated nervous thickening found in the scolex and often compared with the brain of other Platyelmia is a structure sui generis developed within the limits of the subclass
Auditory Digital,distinct,This statement is quite consistent with the continuous production of new segments at the neck of the scolex for such a process is analogous to the development of the segments in a Chaetopod which is a perfectly distinct phenomenon from the regeneration of new segments to supply the place of a head or tailend or some other portion that has been lesioned
Auditory Digital,distinct,Unlike the Bovinae there are frequently glands in the feet and the upper molar teeth differ from those of that group in their narrower crowns which lack a distinct inner column
Auditory Digital,distinct,They are Melanesians of mixed blood of two fairly distinct types one subPapuan and the other Polynesian
Auditory Digital,distinct,The capital Noumea was founded in it was then called Port de France in New Caledonia became a colony distinct from the French possessions in the Pacific at large in the first penal settlement was made on Nou Island off Noumea
Auditory Digital,distinct,Much evidence has been produced to show that gild and borough gildsmen and burgesses were originally distinct conceptions and that they continued to be discriminated in most towns throughout the middle ages
Auditory Digital,distinct,This transference of the authority of the latter to a number of distinct bodies and the consequent disintegration of the old organization was a gradual spontaneous movement a process of slow displacement or natural growth and decay due to the play of economic forces which generally speaking may be assigned to the th and th centuries the very period in which the craft gilds attained the zenith of their power
Auditory Digital,distinct,The view has been put forward that fermentation is due to the activity of bacteria distinct types occurring in various tobaccos but the balance of evidence is against it
Auditory Digital,distinct,The tail is short or rudimentary the incisors are short and the outer surface of the lower jaw is marked by a distinct ridge
Auditory Digital,distinct,There are thus distinguished at the beginning those two great sides of feudalism which remained to the end of its history more or less distinct the personal relation and the land relation
Auditory Digital,distinct,That there are local forms of gorilla is quite certain but whether any of these are entitled to rank as distinct species may be a matter of opinion
Auditory Digital,distinct,This judgment is the more interesting as being in distinct conflict with the opinion of the bishop of Rome Leo who departing from the policy of his predecessor Celestine had written very strongly to Flavian in support of the doctrine of the two natures and one person
Auditory Digital,distinct,Often too one event or one important detail is told in several ways on the basis of several contemporary statements transmitted to the final narrator through distinct lines of tradition
Auditory Digital,distinct,Peoples of three distinct stocks inhabit the country the comparatively recent Semitic Arab intruders mainly in Upper Nubia the Beja
Auditory Digital,distinct,xiv Driver following Nowack accepts the fourfold division indicated above Four anonymous Prophecies perhaps the work of four distinct Prophets op cit p
Auditory Digital,distinct,The order Cedrelaceae which is entirely distinct from the Conifers includes along with the mahoganies and other valuable timbertrees the Jamaica and the Australian red cedars Cedrela odorata and C Toona respectively
Auditory Digital,distinct,who contended that there existed once a single great Iberian people speaking a distinct language of their own that an essentially Iberian population was to be found in Sicily Sardinia and Corsica in southern France and even in the British Isles and that the Basques of the present day were remnants of this race which had elsewhere been expelled or absorbed
Auditory Digital,distinct,Tunisia is divided into the following four fairly distinct regions I
Auditory Digital,distinct,The wild flowers of the north of Tunisia are so extremely beautiful during the months of February March and April as to constitute a distinct attraction in themselves See L
Auditory Digital,distinct,The great eastern chain rising from the basin of the Amazon and forming the inner wall of the system is of distinct origin
Auditory Digital,distinct,There are two distinct general types the coast tribes occupying the fertile river valleys who are employed on the plantations in domestic service in the cities or in small industries of their own no longer numerous and the sierra tribes who are agriculturists miners stockbreeders and packers still comparatively numerous
Auditory Digital,distinct,is the rest and constitutes a distinct book Sim
Auditory Digital,distinct,These are probably the earliest distinct accounts of the natural phenomena of the camera obscura but remained unpublished for some three centuries
Auditory Digital,distinct,The number of writers quoted by Vincent is almost incredible in the Speculum Naturale alone no less than distinct works are cited and to these must be added at least more for the other two Specula
Auditory Digital,distinct,It must however be borne in mind that a Trematode may develop in an aberrant manner in one host and normally in another and unless we knew the initial stock the two forms would be regarded as distinct species
Auditory Digital,distinct,The female organs consist of distinct ovaries and yolkglands the ducts of which uniti
Auditory Digital,distinct,There was a distinct Roman element in Iconium arising doubtless from the presence of Roman traders
Auditory Digital,distinct,It consequently rests upon a distinct basis of fact the saga in the older and wider sense of any story said or sung being indeed the oldest form of historical tradition though this of course does not exclude the probability of the accretion of mythical elements round persons and episodes from the very first
